"initial_alias","converted_alias","name","description","namespace"
"SLC7A11","ENSG00000151012","SLC7A11","solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIPF","ENSG00000182333","LIPF","lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BGLAP","ENSG00000242252","BGLAP","bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF44","ENSG00000197857","ZNF44","zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADCYAP1","ENSG00000141433","ADCYAP1","adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMY2B","ENSG00000240038","AMY2B","amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PKD1","ENSG00000008710","PKD1","polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]","DBASS3,ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIR1","ENSG00000138433","CIR1","corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ISL2","ENSG00000159556","ISL2","ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPUL2-BSCL2","ENSG00000234857","HNRNPUL2-BSCL2","HNRNPUL2-BSCL2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49189]","GENECARDS,HGNC,UNIPROT_GN"
"MICALCL","None","None","None",""
"CCDC90B","ENSG00000137500","CCDC90B","coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF679","ENSG00000197123","ZNF679","zinc finger protein 679 [Source:HGNC Symbol;Acc:HGNC:28650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFAND2A","ENSG00000178381","ZFAND2A","zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR137","ENSG00000173264","GPR137","G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:HGNC:24300]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1H4","ENSG00000012504","NR1H4","nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR45","ENSG00000196998","WDR45","WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDCP2","ENSG00000157211","CDCP2","CUB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:27297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARGFX","ENSG00000186103","ARGFX","arginine-fifty homeobox [Source:HGNC Symbol;Acc:HGNC:30146]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPSF3L","ENSG00000127054","INTS11","integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]","UNIPROT_GN"
"SLC44A2","ENSG00000129353","SLC44A2","solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE1A","ENSG00000115252","PDE1A","phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MDS2","ENSG00000197880","MDS2","myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:HGNC:29633]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"OXCT1-AS1","ENSG00000248668","OXCT1-AS1","OXCT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40423]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ENTPD8","ENSG00000188833","ENTPD8","ectonucleoside triphosphate diphosphohydrolase 8 [Source:HGNC Symbol;Acc:HGNC:24860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYO7A","ENSG00000137474","MYO7A","myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPTY2D1-AS1","None","None","None",""
"TMPRSS9","ENSG00000178297","TMPRSS9","transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIR630","ENSG00000283798","MIR630","microRNA 630 [Source:HGNC Symbol;Acc:HGNC:32886]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TPM4","ENSG00000167460","TPM4","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIAS3","ENSG00000131788","PIAS3","protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF5","ENSG00000139990","DCAF5","DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGM1","ENSG00000079739","PGM1","phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01431","ENSG00000232645","LINC01431","long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GOLGA6L9","ENSG00000197978","GOLGA6L9","golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMD","ENSG00000102119","EMD","emerin [Source:HGNC Symbol;Acc:HGNC:3331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C11ORF31","None","None","None",""
"SMAD6","ENSG00000137834","SMAD6","SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPACA6P-AS","None","None","None",""
"MIR325HG","ENSG00000280870","MIR325HG","MIR325 host gene [Source:NCBI gene (formerly Entrezgene);Acc:101928469]","ENTREZGENE,WIKIGENE"
"ZMYND11","ENSG00000015171","ZMYND11","zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGPP2","ENSG00000163082","SGPP2","sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZAN","ENSG00000146839","ZAN","zonadhesin [Source:HGNC Symbol;Acc:HGNC:12857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP1S1","ENSG00000106367","AP1S1","adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE7B","ENSG00000171408","PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPX","ENSG00000134548","SPX","spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRTFDC1","ENSG00000099256","PRTFDC1","phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HP1BP3","ENSG00000127483","HP1BP3","heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FMR1NB","ENSG00000176988","FMR1NB","FMR1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KDM4A","ENSG00000066135","KDM4A","lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBX4","ENSG00000141582","CBX4","chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTP4","ENSG00000136514","RTP4","receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK12","ENSG00000167258","CDK12","cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UGP2","ENSG00000169764","UGP2","UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMCN2","ENSG00000148357","HMCN2","hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSAPL1","ENSG00000178597","PSAPL1","prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLIPR1L1","ENSG00000173401","GLIPR1L1","GLIPR1 like 1 [Source:HGNC Symbol;Acc:HGNC:28392]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASPSCR1","ENSG00000169696","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKS4B","ENSG00000175311","ANKS4B","ankyrin repeat and sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:26795]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THSD1","ENSG00000136114","THSD1","thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRRC2B","ENSG00000288701","PRRC2B","proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR46","ENSG00000227057","WDR46","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPY19L1P1","ENSG00000229358","DPY19L1P1","DPY19L1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22395]","GENECARDS,HGNC"
"NR1D2","ENSG00000174738","NR1D2","nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRELD2","ENSG00000184164","CRELD2","cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D22A","ENSG00000054611","TBC1D22A","TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB26","ENSG00000167964","RAB26","RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCAT5","ENSG00000280719","PCAT5","prostate cancer associated transcript 5 [Source:HGNC Symbol;Acc:HGNC:48665]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DLX3","ENSG00000064195","DLX3","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S100A13","ENSG00000189171","S100A13","S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"S100A13","ENSG00000271853","None","novel transcript","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MORC3","ENSG00000159256","MORC3","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF20","ENSG00000155827","RNF20","ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUSD4","ENSG00000143502","SUSD4","sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOD","ENSG00000173156","RHOD","ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAFAH2","ENSG00000158006","PAFAH2","platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFB2M","ENSG00000162851","TFB2M","transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2DNL","ENSG00000293307","UBE2DNL","ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28656]","ENTREZGENE,HGNC,WIKIGENE"
"UMODL1-AS1","ENSG00000184385","UMODL1-AS1","UMODL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23821]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF592","ENSG00000166716","ZNF592","zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL16A1","ENSG00000084636","COL16A1","collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF737","ENSG00000237440","ZNF737","zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GBP5","ENSG00000154451","GBP5","guanylate binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19895]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C10ORF88","ENSG00000119965","C10orf88","chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GNAI1","ENSG00000127955","GNAI1","G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZADH2","None","None","None",""
"USP28","ENSG00000048028","USP28","ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBX18","ENSG00000112837","TBX18","T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAAG1","ENSG00000146049","KAAG1","kidney associated DCDC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:21031]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"COL8A2","ENSG00000171812","COL8A2","collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-J","ENSG00000204622","HLA-J","major histocompatibility complex, class I, J (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4967]","GENECARDS,HGNC"
"TRPV4","ENSG00000111199","TRPV4","transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRN4","ENSG00000125872","LRRN4","leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCL18","ENSG00000275385","CCL18","C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOCS1","ENSG00000185338","SOCS1","suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STX6","ENSG00000135823","STX6","syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01250","ENSG00000234423","LINC01250","long intergenic non-protein coding RNA 1250 [Source:HGNC Symbol;Acc:HGNC:49844]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SGTA","ENSG00000104969","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YY1","ENSG00000100811","YY1","YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGCA","ENSG00000108823","SGCA","sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00996","ENSG00000242258","LINC00996","long intergenic non-protein coding RNA 996 [Source:HGNC Symbol;Acc:HGNC:27800]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CBR3","ENSG00000159231","CBR3","carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZRANB2-AS2","None","None","None",""
"CDKL3","ENSG00000006837","CDKL3","cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKL3","ENSG00000273345","None","novel transcript","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGF2BP3","ENSG00000136231","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IER5L","ENSG00000188483","IER5L","immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSBP3","ENSG00000157216","SSBP3","single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD276","ENSG00000103855","CD276","CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CABP1","ENSG00000157782","CABP1","calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP8","ENSG00000064012","CASP8","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RALGAPA2","ENSG00000188559","RALGAPA2","Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2H","ENSG00000163882","POLR2H","RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF467","ENSG00000181444","ZNF467","zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QL2","ENSG00000144119","C1QL2","complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXTL1","ENSG00000158008","EXTL1","exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPK8IP1","ENSG00000121653","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAPC4","ENSG00000165684","SNAPC4","small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HOXB4","ENSG00000182742","HOXB4","homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF217","ENSG00000171940","ZNF217","zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASC8","ENSG00000246228","CASC8","cancer susceptibility 8 [Source:HGNC Symbol;Acc:HGNC:45129]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LZTS1","ENSG00000061337","LZTS1","leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASZ1","ENSG00000130940","CASZ1","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUSC2","ENSG00000198853","RUSC2","RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD18","ENSG00000070950","RAD18","RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOMM40L","ENSG00000158882","TOMM40L","translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRAP2","ENSG00000100351","GRAP2","GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KHDRBS1","ENSG00000121774","KHDRBS1","KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAT10","ENSG00000135372","NAT10","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYS1","ENSG00000205795","CYS1","cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC85A","ENSG00000055813","CCDC85A","coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FTH1","ENSG00000167996","FTH1","ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSMD2","ENSG00000121904","CSMD2","CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C6ORF118","ENSG00000112539","C6orf118","chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:HGNC:21233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTSS","ENSG00000163131","CTSS","cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"P4HA2-AS1","ENSG00000237714","P4HA2-AS1","P4HA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43560]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TCTE1","ENSG00000146221","TCTE1","t-complex-associated-testis-expressed 1 [Source:HGNC Symbol;Acc:HGNC:11693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMC10","ENSG00000161671","EMC10","ER membrane protein complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:27609]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01132","ENSG00000227630","LINC01132","long intergenic non-protein coding RNA 1132 [Source:HGNC Symbol;Acc:HGNC:49444]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TIMM8A","ENSG00000126953","TIMM8A","translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM46B","None","None","None",""
"NEUROD2","ENSG00000171532","NEUROD2","neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REG3G","ENSG00000143954","REG3G","regenerating family member 3 gamma [Source:HGNC Symbol;Acc:HGNC:29595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL13P","None","None","None",""
"TRAPPC10","ENSG00000160218","TRAPPC10","trafficking protein particle complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:11868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF10L","ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
